,CATEGORIE,long,lat,Address,Neighborhood
238,Méfait,-73.54105135924169,45.5787773356348,"3058, Avenue de Carignan, Longue-Pointe, Mercier–Hochelaga-Maisonneuve, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1N 3N4, Canada",
239,Méfait,-73.56212800233794,45.509083411996286,"1164, Boulevard Saint-Laurent, Quartier Chinois, René-Lévesque, Ville-Marie, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2X 2T1, Canada",
240,Introduction,-73.62238626470919,45.49126873887762,"4545, Chemin Queen Mary, Édouard-Montpetit, Côte-des-Neiges–Notre-Dame-de-Grâce, Montréal, Agglomération de Montréal, Montréal (06), Québec, H3W 2L7, Canada",
241,Introduction,-73.53260231010069,45.55021053179656,"525, Avenue Letourneux, Promenade Sainte-Catherine Est, Mercier–Hochelaga-Maisonneuve, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1V 1X9, Canada",
242,Méfait,-73.60702267656,45.475859867778546,"5150, Rue Sherbrooke Ouest, Upper Lachine, Côte-des-Neiges–Notre-Dame-de-Grâce, Montréal, Agglomération de Montréal, Montréal (06), Québec, H4A 1T9, Canada",
243,Méfait,-73.63312182239174,45.49798153941758,"3935, Avenue Linton, Savane, Côte-des-Neiges–Notre-Dame-de-Grâce, Montréal, Agglomération de Montréal, Montréal (06), Québec, H3S 1Z8, Canada",
244,Méfait,-73.55470231524853,45.54149740382799,"3090, Rue Hochelaga, Hochelaga, Mercier–Hochelaga-Maisonneuve, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1W 1G1, Canada",
245,Méfait,-73.56382256919626,45.509870667347094,"1, Rue Sainte-Catherine Est, Quartier des Spectacles, René-Lévesque, Ville-Marie, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2X 1K4, Canada",
246,Vol dans / sur véhicule à moteur,-73.58641883155872,45.60673305741796,"7171, Rue Bombardier, Anjou, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1J 2A3, Canada",
247,Vols qualifiés,-73.61890967945969,45.43119872581453,"1325, Boulevard Shevchenko, Cecil-P.-Newman, LaSalle, Montréal, Agglomération de Montréal, Montréal (06), Québec, H8N 1P2, Canada",
248,Méfait,-73.57680411321607,45.59271871112636,"Boulevard Langelier, Grande-Prairie, Saint-Léonard, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1S 1N2, Canada",
249,Vol dans / sur véhicule à moteur,-73.61346848248108,45.53985867313652,"760, Rue Jean-Talon Est, Saint-Édouard, Rosemont–La Petite-Patrie, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2R 3A8, Canada",
250,Vol de véhicule à moteur,-73.65288396190586,45.494672620412324,"7403, Boulevard Décarie, Le Triangle, Savane, Côte-des-Neiges–Notre-Dame-de-Grâce, Montréal, Agglomération de Montréal, Montréal (06), Québec, H4P 2H5, Canada",
251,Méfait,-73.5529089843825,45.59393599599048,"6541, Boulevard des Galeries-d'Anjou, Anjou, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1M 1T4, Canada",
252,Méfait,-73.6795281080813,45.5237820427844,"1389, Rue Champigny, Dutrisac, Saint-Laurent, Montréal, Agglomération de Montréal, Montréal (06), Québec, H4L 5N7, Canada",
253,Introduction,-73.59719197716956,45.532455184143664,"759, Boulevard Rosemont, Saint-Édouard, Rosemont–La Petite-Patrie, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2S 0C4, Canada",
254,Introduction,-73.6210514750602,45.61902298566425,"6334, Rue Pierre, Montréal-Nord-Est, Montréal-Nord, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1G 3W1, Canada",
255,Vol dans / sur véhicule à moteur,-73.62825173514898,45.43108363270134,"8461, Rue Réjane, Cecil-P.-Newman, LaSalle, Montréal, Agglomération de Montréal, Montréal (06), Québec, H8N 1T8, Canada",
256,Introduction,-73.56624395441895,45.467314361777284,"3711, Boulevard LaSalle, Verdun-Centre, Verdun, Montréal, Agglomération de Montréal, Montréal (06), Québec, H3G 4M6, Canada",
257,Vol dans / sur véhicule à moteur,-73.57925846334325,45.493821105706274,"1675, Rue Sainte-Catherine Ouest, Montagne, Ville-Marie, Montréal, Agglomération de Montréal, Montréal (06), Québec, H3H 2T2, Canada",
258,Introduction,-73.58296672249449,45.48122054563099,"3600, Rue Saint-Jacques, Saint-Henri, Le Sud-Ouest, Montréal, Agglomération de Montréal, Montréal (06), Québec, H4C 2S1, Canada",
259,Méfait,-73.65881996817157,45.46206392025601,"5515, Avenue Ashdale, Loyola, Côte-des-Neiges–Notre-Dame-de-Grâce, Côte-Saint-Luc, Agglomération de Montréal, Montréal (06), Québec, H4W 2W4, Canada",
260,Vol de véhicule à moteur,-73.63096355433773,45.50664000364665,"3105, Avenue Appleton, Glenmount, Parc-Kent, Côte-des-Neiges–Notre-Dame-de-Grâce, Montréal, Agglomération de Montréal, Montréal (06), Québec, H3S 2T7, Canada",
261,Introduction,-73.56793182537386,45.45291636719696,"5375, Rue Wellington, Desmarchais-Crawford, Verdun, Montréal, Agglomération de Montréal, Montréal (06), Québec, H4H 1N9, Canada",
262,Vol dans / sur véhicule à moteur,-73.62210694470009,45.58578443583379,"4484, Boulevard des Grandes-Prairies, Port-Maurice, Saint-Léonard, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1Z 4E2, Canada",
263,Introduction,-73.6284969329954,45.57051668604614,"3151, Rue Legendre Est, Saint-Michel, Villeray, Villeray–Saint-Michel–Parc-Extension, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1Z 2Y5, Canada",
264,Vol de véhicule à moteur,-73.59997916221592,45.524629164369536,"Rue Saint-Urbain et rue Saint-Viateur, Rue Saint-Viateur Ouest, Mile End, Plateau Mont-Royal, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2T 2L1, Canada",
265,Vol dans / sur véhicule à moteur,-73.57362592972456,45.48892074723529,"2025, Rue Quesnel, Petite-Bourgogne, Le Sud-Ouest, Montréal, Agglomération de Montréal, Montréal (06), Québec, H3J 1G6, Canada",
266,Vol dans / sur véhicule à moteur,-73.63885421852439,45.60558350650543,"4847, Boulevard Gouin Est, Centre-Nord, Montréal-Nord, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1G 5W2, Canada",
267,Vol dans / sur véhicule à moteur,-73.50923970806873,45.60961570522601,"9607, Rue Bellerive, Mercier–Hochelaga-Maisonneuve, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1B 2T7, Canada",
268,Vol de véhicule à moteur,-73.6562934922965,45.556807502138994,"992, Rue Sauriol Est, Sault-au-Récollet, Ahuntsic-Cartierville, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2C 2G3, Canada",
269,Vol dans / sur véhicule à moteur,-73.61545319819658,45.46753383188247,"2135, Avenue de Clifton, Upper Lachine, Côte-des-Neiges–Notre-Dame-de-Grâce, Montréal, Agglomération de Montréal, Montréal (06), Québec, H4A 1X6, Canada",
270,Introduction,-73.62538603182159,45.623225061814146,"12773, Avenue Veuillot, Montréal-Nord-Est, Montréal-Nord, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1G 6K8, Canada",
271,Méfait,-73.5653296195101,45.51058725033386,"Boulevard De Maisonneuve et boulevard Saint-Laurent, Boulevard Saint-Laurent, Quartier Chinois, René-Lévesque, Ville-Marie, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2X 2T1, Canada",
272,Méfait,-73.57108990437563,45.50187733928818,"880, Rue Sainte-Catherine Ouest, Quartier des Spectacles, René-Lévesque, Ville-Marie, Montréal, Agglomération de Montréal, Montréal (06), Québec, H3B 1E2, Canada",
273,Méfait,-73.68422084647699,45.500115483531395,"515, Rue Dorais, Du Collège/Hodge, Saint-Laurent, Montréal, Agglomération de Montréal, Montréal (06), Québec, H4M 2G4, Canada",
274,Introduction,-73.53729118596371,45.556368441513634,"4652, Rue Ontario Est, Mercier–Hochelaga-Maisonneuve, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1V 1L6, Canada",
275,Méfait,-73.56555893863974,45.50431418307368,"455, Boulevard René-Lévesque Ouest, Quartier des Spectacles, René-Lévesque, Ville-Marie, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2Z 0A6, Canada",
276,Introduction,-73.60173551067717,45.54296547011996,"1451, Rue Saint-Zotique Est, Père-Marquette, Rosemont–La Petite-Patrie, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2S 2M6, Canada",
277,Vol de véhicule à moteur,-73.74728486078209,45.4562394884345,"Boulevard Roméo-Vachon Nord, Dorval, Agglomération de Montréal, Montréal (06), Québec, H4Y 1H1, Canada",
278,Vol de véhicule à moteur,-73.60490615967841,45.5243753913559,"229, Rue Bernard Ouest, Mile End, Plateau Mont-Royal, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2T 2K4, Canada",
279,Vol dans / sur véhicule à moteur,-73.55905161064203,45.54023424267739,"2901, Rue Sherbrooke Est, Petite-Côte, Rosemont–La Petite-Patrie, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1W 1B2, Canada",
280,Introduction,-73.70548354270588,45.521040428888604,"2525, Chemin Laval, Grenet, Saint-Laurent, Montréal, Agglomération de Montréal, Montréal (06), Québec, H4L 0A6, Canada",
281,Introduction,-73.6294823216817,45.51809818744253,"201, Rue Jean-Talon Ouest, Mont-Royal, Agglomération de Montréal, Montréal (06), Québec, H3P 2H4, Canada",
282,Méfait,-73.56761557888275,45.45607953002239,"4949, Rue Wellington, Verdun-Centre, Verdun, Montréal, Agglomération de Montréal, Montréal (06), Québec, H4G 1X5, Canada",
283,Méfait,-73.59191660515934,45.48789918111846,"4145, Rue Sherbrooke Ouest, Montagne, Ville-Marie, Westmount, Agglomération de Montréal, Montréal (06), Québec, H3Z, Canada",
284,Vol dans / sur véhicule à moteur,-73.56103607980411,45.5164091603551,"1583, Rue Saint-Hubert, René-Lévesque, Ville-Marie, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2L 3Z3, Canada",
285,Introduction,-73.63728688141185,45.464267728505014,"6685, Rue de Terrebonne, Loyola, Côte-des-Neiges–Notre-Dame-de-Grâce, Montréal, Agglomération de Montréal, Montréal (06), Québec, H4B 2X9, Canada",
286,Méfait,-73.57649699811336,45.45400427106228,"5315, Rue Bannantyne, Desmarchais-Crawford, Verdun, Montréal, Agglomération de Montréal, Montréal (06), Québec, H4G 1G5, Canada",
287,Vol dans / sur véhicule à moteur,-73.80988727837122,45.472402894296295,"4225, Autoroute Félix-Leclerc, Pointe-Claire, Agglomération de Montréal, Montréal (06), Québec, H9P 1J3, Canada",
288,Vol dans / sur véhicule à moteur,-73.61856169999044,45.56769665495033,"8590, Boulevard Saint-Michel, Saint-Michel, Villeray, Villeray–Saint-Michel–Parc-Extension, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1Z 3E3, Canada",
289,Introduction,-73.56342799115748,45.457683665719564,"4652, Boulevard LaSalle, Verdun-Centre, Verdun, Montréal, Agglomération de Montréal, Montréal (06), Québec, H4G 2A8, Canada",
290,Vol dans / sur véhicule à moteur,-73.68319950966436,45.437919599464735,"2100, Rue Remembrance, Vieux-Lachine, Arrondissement de Lachine, Montréal, Agglomération de Montréal, Montréal (06), Québec, H8S 1X9, Canada",
291,Méfait,-73.57649699811336,45.45400427106228,"5315, Rue Bannantyne, Desmarchais-Crawford, Verdun, Montréal, Agglomération de Montréal, Montréal (06), Québec, H4G 1G5, Canada",
292,Introduction,-73.6387289300898,45.497676587206136,"4527, Avenue Plamondon, Savane, Côte-des-Neiges–Notre-Dame-de-Grâce, Montréal, Agglomération de Montréal, Montréal (06), Québec, H3S 1M2, Canada",
293,Introduction,-73.63728688141185,45.464267728505014,"6685, Rue de Terrebonne, Loyola, Côte-des-Neiges–Notre-Dame-de-Grâce, Montréal, Agglomération de Montréal, Montréal (06), Québec, H4B 2X9, Canada",
294,Introduction,-73.54217025951809,45.537753554616444,"3131, Rue Sainte-Catherine Est, Mercier–Hochelaga-Maisonneuve, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1W 2C2, Canada",
295,Vol de véhicule à moteur,-73.63312182239174,45.49798153941758,"3935, Avenue Linton, Savane, Côte-des-Neiges–Notre-Dame-de-Grâce, Montréal, Agglomération de Montréal, Montréal (06), Québec, H3S 1Z8, Canada",
296,Vols qualifiés,-73.56169107987544,45.5102302363785,"88, Rue Charlotte, Quartier Chinois, René-Lévesque, Ville-Marie, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2X 0B2, Canada",
297,Méfait,-73.52602446996639,45.603338065354045,"8733, Rue de Marseille, Tétraultville, Mercier–Hochelaga-Maisonneuve, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1L 1P3, Canada",
298,Méfait,-73.61600252228905,45.61653120987635,"11854, Avenue Monty, Montréal-Nord-Est, Montréal-Nord, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1G3M3, Canada",
299,Méfait,-73.5742980057381,45.52248470271081,"803, Avenue Duluth Est, Parc-Lafontaine, Plateau Mont-Royal, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2L 4H3, Canada",
300,Vol dans / sur véhicule à moteur,-73.76220530975026,45.44059050897848,"155, Avenue Clément, Dorval, Agglomération de Montréal, Montréal (06), Québec, H9S 1N3, Canada",
301,Méfait,-73.535206108176,45.55217017658219,"4425, Rue Adam, Mercier–Hochelaga-Maisonneuve, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1V 1S7, Canada",
302,Vol dans / sur véhicule à moteur,-73.6036026668216,45.551837857963676,"2301, Rue Jean-Talon Est, Villeray, Villeray–Saint-Michel–Parc-Extension, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2E 2R1, Canada",
303,Vol dans / sur véhicule à moteur,-73.56002150883684,45.51220785323154,"1230, Rue Sanguinet, René-Lévesque, Ville-Marie, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2X 3E7, Canada",
304,Vol de véhicule à moteur,-73.55845499426864,45.54892690671314,"3552, Rue Rachel Est, Petite-Côte, Rosemont–La Petite-Patrie, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1W 1A4, Canada",
305,Méfait,-73.53548176980613,45.55919448876043,"4951, Rue Ontario Est, Mercier–Hochelaga-Maisonneuve, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1V 3H2, Canada",
306,Introduction,-73.5701117987188,45.539622327357186,"4588, Rue D'Iberville, Lorimier, Plateau Mont-Royal, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2H 1L4, Canada",
307,Vol de véhicule à moteur,-73.64100145233911,45.45168423388564,"8034, Chemin Avon, Upper Lachine, Côte-des-Neiges–Notre-Dame-de-Grâce, Montréal-Ouest, Agglomération de Montréal, Montréal (06), Québec, H4X 1K4, Canada",
308,Vol dans / sur véhicule à moteur,-73.62435887590999,45.43359853055992,"7998, Rue Dora, Cecil-P.-Newman, LaSalle, Montréal, Agglomération de Montréal, Montréal (06), Québec, H8N 1P2, Canada",
309,Vol dans / sur véhicule à moteur,-73.65765046862072,45.57209261874426,"1999, Boulevard Henri-Bourassa Est, Sault-aux-Récollets, Ahuntsic, Ahuntsic-Cartierville, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2B 2B8, Canada",
310,Méfait,-73.64536204009552,45.536290903710956,"355, Boulevard Crémazie Ouest, Ahuntsic, Ahuntsic-Cartierville, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2N 1M4, Canada",
311,Méfait,-73.62064494439916,45.471366634717036,"5777, Avenue Notre-Dame-de-Grâce, Côte-Saint-Antoine, Côte-des-Neiges–Notre-Dame-de-Grâce, Montréal, Agglomération de Montréal, Montréal (06), Québec, H4A 1R4, Canada",
312,Introduction,-73.59845963296765,45.546487609989974,"1994, Rue Saint-Zotique Est, Plaza Saint-Hubert, Rosemont–La Petite-Patrie, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2S 2M6, Canada",
313,Méfait,-73.55646426295766,45.55224829205552,"3860, Rue Rachel Est, Petite-Côte, Rosemont–La Petite-Patrie, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1X 1Z1, Canada",
314,Vol de véhicule à moteur,-73.63772965614099,45.54698265843542,"633, Boulevard Crémazie Est, Ahuntsic, Ahuntsic-Cartierville, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2M1X4, Canada",
315,Introduction,-73.68172948725714,45.50416876886722,"1945, Rue Du Collège, Du Collège/Hodge, Saint-Laurent, Montréal, Agglomération de Montréal, Montréal (06), Québec, H4M 2L8, Canada",
316,Vol de véhicule à moteur,-73.65714805497915,45.555406411891965,"805, Rue Sauriol Est, Sault-au-Récollet, Ahuntsic-Cartierville, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2C 2G3, Canada",
317,Vol dans / sur véhicule à moteur,-73.5100278028618,45.60696697281146,"9351, Rue Bellerive, Mercier–Hochelaga-Maisonneuve, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1B 2T7, Canada",
318,Vol dans / sur véhicule à moteur,-73.57951486349347,45.49230201675678,"1251, Rue Saint-Marc, Montagne, Ville-Marie, Montréal, Agglomération de Montréal, Montréal (06), Québec, H3H 2E8, Canada",
319,Méfait,-73.67071938124285,45.50841790564026,"363, Rue Ouimet, Vieux Saint-Laurent, Du Collège/Hodge, Saint-Laurent, Montréal, Agglomération de Montréal, Montréal (06), Québec, H4L 3K9, Canada",
320,Vol dans / sur véhicule à moteur,-73.54826509422277,45.552500243048655,"4060, Rue Hochelaga, Hochelaga, Mercier–Hochelaga-Maisonneuve, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1W 1J9, Canada",
321,Vol de véhicule à moteur,-73.64750156769587,45.550473213772676,"624, Rue Chabanel Est, Ahuntsic, Ahuntsic-Cartierville, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2M 2E5, Canada",
322,Introduction,-73.53527447169873,45.552061527347654,"4332, Rue Adam, Mercier–Hochelaga-Maisonneuve, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1V 1S7, Canada",
323,Vols qualifiés,-73.58262950503446,45.490947330454226,"1414, Rue Chomedey, Montagne, Ville-Marie, Montréal, Agglomération de Montréal, Montréal (06), Québec, H3H 1M6, Canada",
324,Vol de véhicule à moteur,-73.69553967311258,45.506256094748586,"2297, Rue Frenette, Bois-Francs, Saint-Laurent, Montréal, Agglomération de Montréal, Montréal (06), Québec, H4R 1L6, Canada",
325,Méfait,-73.58200909753236,45.524976482454726,"Rue Berri et avenue du Mont-Royal, Avenue du Mont-Royal Est, Parc-Laurier, Plateau Mont-Royal, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2J 1W6, Canada",
326,Vol dans / sur véhicule à moteur,-73.57838736051042,45.54313699370335,"5435, Rue D'Iberville, Vieux-Rosemont, Rosemont–La Petite-Patrie, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2G 2B2, Canada",
327,Méfait,-73.6236348219052,45.497970434201044,"3397, Boulevard Édouard-Montpetit, Édouard-Montpetit, Côte-des-Neiges–Notre-Dame-de-Grâce, Montréal, Agglomération de Montréal, Montréal (06), Québec, H3T 1X5, Canada",
328,Vols qualifiés,-73.77654976633204,45.501535490577666,"9039, Rue Logan, Pierrefonds-Est/Roxboro, Pierrefonds-Roxboro, Montréal, Agglomération de Montréal, Montréal (06), Québec, H8Y 3M8, Canada",
329,Méfait,-73.65943503904047,45.47825436639821,"6565, Chemin Kildare, Côte-Saint-Luc, Agglomération de Montréal, Montréal (06), Québec, H4W 3L9, Canada",
330,Vol dans / sur véhicule à moteur,-73.57363691412414,45.55615265136567,"3696, Rue Dandurand, Vieux-Rosemont, Rosemont–La Petite-Patrie, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1X 1N6, Canada",
331,Vol de véhicule à moteur,-73.55522829326515,45.60027190204275,"7581, Boulevard Wilfrid-Pelletier, Anjou, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1M 2X3, Canada",
332,Vol de véhicule à moteur,-73.63884052235589,45.55926990334782,"1418, Avenue Jacques-Lemaistre, André-Grasset, Ahuntsic, Ahuntsic-Cartierville, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2M 2M1, Canada",
333,Introduction,-73.72246057454332,45.44048195419064,"80, Chemin du Bord-du-Lac - Lakeshore, Lachine-Ouest, Arrondissement de Lachine, Dorval, Agglomération de Montréal, Montréal (06), Québec, H9S 2A5, Canada",
334,Vol dans / sur véhicule à moteur,-73.6248743161639,45.43985195031133,"2277, Rue John-Campbell, Cecil-P.-Newman, LaSalle, Montréal, Agglomération de Montréal, Montréal (06), Québec, H8N 1X3, Canada",
335,Introduction,-73.57108135294091,45.50466072104455,"600, Boulevard De Maisonneuve Ouest, Quartier des Spectacles, René-Lévesque, Ville-Marie, Montréal, Agglomération de Montréal, Montréal (06), Québec, H3A 3J2, Canada",
336,Vol dans / sur véhicule à moteur,-73.56464514714439,45.47675121832563,"2500, Rue Knox, Pointe-Saint-Charles, Le Sud-Ouest, Montréal, Agglomération de Montréal, Montréal (06), Québec, H3K 1R5, Canada",
337,Vols qualifiés,-73.57596226963706,45.47956123898571,"110, Avenue Atwater, Petite-Bourgogne, Le Sud-Ouest, Montréal, Agglomération de Montréal, Montréal (06), Québec, H3J 2J4, Canada",
338,Méfait,-73.50530443082668,45.667860073371784,"13890, Rue Sherbrooke Est, Pointe-aux-Trembles, Rivière-des-Prairies–Pointe-aux-Trembles, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1A 1C2, Canada",
339,Vols qualifiés,-73.5688208429043,45.5041896878354,"585, Rue Sainte-Catherine Ouest, Quartier des Spectacles, René-Lévesque, Ville-Marie, Montréal, Agglomération de Montréal, Montréal (06), Québec, H3B 1A6, Canada",
340,Vol de véhicule à moteur,-73.55045605299384,45.543536183784894,"3315, Rue de Rouen, Hochelaga, Mercier–Hochelaga-Maisonneuve, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1W 0B8, Canada",
341,Méfait,-73.55966961048851,45.51464212643679,"505, Rue Sainte-Catherine Est, René-Lévesque, Ville-Marie, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2L 4S6, Canada",
342,Vol dans / sur véhicule à moteur,-73.52521739648581,45.65203196875957,"12321, Boulevard Métropolitain, Pointe-aux-Trembles, Rivière-des-Prairies–Pointe-aux-Trembles, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1B 5T8, Canada",
343,Vol dans / sur véhicule à moteur,-73.57354803912563,45.55031311163926,"3243, Rue Masson, Vieux-Rosemont, Rosemont–La Petite-Patrie, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1Y 1Y1, Canada",
344,Vol dans / sur véhicule à moteur,-73.62683114094699,45.51225780934111,"2579, Avenue Barclay, Parc-Kent, Côte-des-Neiges–Notre-Dame-de-Grâce, Montréal, Agglomération de Montréal, Montréal (06), Québec, H3S 2L3, Canada",
345,Vol de véhicule à moteur,-73.62624401333899,45.47182686716618,"4268, Avenue Royal, Côte-Saint-Antoine, Côte-des-Neiges–Notre-Dame-de-Grâce, Montréal, Agglomération de Montréal, Montréal (06), Québec, H4A 1G8, Canada",
346,Introduction,-73.56134115749761,45.515419171783726,"1601, Rue Berri, René-Lévesque, Ville-Marie, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2L 5V4, Canada",
347,Vol de véhicule à moteur,-73.5762331373002,45.545861230893536,"2630, Rue Masson, Vieux-Rosemont, Rosemont–La Petite-Patrie, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1Y 1W1, Canada",
348,Vol dans / sur véhicule à moteur,-73.68253302431255,45.52170795470522,"1390, Rue Dutrisac, Dutrisac, Saint-Laurent, Montréal, Agglomération de Montréal, Montréal (06), Québec, H4L 5N1, Canada",
349,Méfait,-73.6706295095565,45.528707535717146,"208, Boulevard Thompson, Chameran/Montpellier, Saint-Laurent, Montréal, Agglomération de Montréal, Montréal (06), Québec, H4N 1X7, Canada",
350,Méfait,-73.6241165252858,45.46627009704618,"6242, Rue Sherbrooke Ouest, Upper Lachine, Côte-des-Neiges–Notre-Dame-de-Grâce, Montréal, Agglomération de Montréal, Montréal (06), Québec, H4B 1M9, Canada",
351,Vol de véhicule à moteur,-73.56569050316439,45.598083139767255,"7701, Boulevard des Galeries-d'Anjou, Anjou, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1M 3M4, Canada",
352,Introduction,-73.6345677697417,45.4717835391921,"6200, Avenue Somerled, Loyola, Côte-des-Neiges–Notre-Dame-de-Grâce, Montréal, Agglomération de Montréal, Montréal (06), Québec, H4V 1T1, Canada",
353,Méfait,-73.55793314133848,45.59921326472122,"7000, Boulevard des Roseraies, Anjou, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1M 2X3, Canada",
354,Introduction,-73.55170059752281,45.570681905874885,"5105, Boulevard de l'Assomption, Rosemont–La Petite-Patrie, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1T 4B6, Canada",
355,Vol dans / sur véhicule à moteur,-73.79929687520766,45.44464825778763,"92, Chemin du Bord-du-Lac - Lakeshore, Village de Pointe-Claire, Pointe-Claire, Agglomération de Montréal, Montréal (06), Québec, H9S 4L3, Canada",
356,Méfait,-73.64263064302044,45.42961331789257,"330, Rue Comte, Cecil-P.-Newman, LaSalle, Montréal, Agglomération de Montréal, Montréal (06), Québec, H8R 1V1, Canada",
357,Introduction,-73.55766829866134,45.52125255610178,"1348, Rue Logan, Village gai, Sainte-Marie, Ville-Marie, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2L 2A2, Canada",
358,Vol de véhicule à moteur,-73.57033328306521,45.51823444134443,"3656, Rue Saint-Denis, Saint-Louis, Plateau Mont-Royal, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2X 3L7, Canada",
359,Vol de véhicule à moteur,-73.62551692094992,45.569206477672004,"3131, Avenue Émile-Journault, Villeray, Villeray–Saint-Michel–Parc-Extension, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2M 0A5, Canada",
360,Vol dans / sur véhicule à moteur,-73.68314552864615,45.53933693914087,"11277, Avenue du Bois de Boulogne, Chameran, Nouveau-Bordeau, Ahuntsic-Cartierville, Montréal, Agglomération de Montréal, Montréal (06), Québec, H3M 2X9, Canada",
361,Vol dans / sur véhicule à moteur,-73.58564919504859,45.54718189847925,"2551, Boulevard Rosemont, Vieux-Rosemont, Rosemont–La Petite-Patrie, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1Y 1L2, Canada",
362,Introduction,-73.59719197716956,45.532455184143664,"759, Boulevard Rosemont, Saint-Édouard, Rosemont–La Petite-Patrie, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2S 0C4, Canada",
363,Méfait,-73.64632244572232,45.531312789415274,"8647, Avenue Stuart, Parc-Extension, Villeray–Saint-Michel–Parc-Extension, Montréal, Agglomération de Montréal, Montréal (06), Québec, H4N 3M5, Canada",
364,Vol dans / sur véhicule à moteur,-73.66034793758828,45.5694390738644,"1804, Boulevard Gouin Est, Ahuntsic, Ahuntsic-Cartierville, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2C 3H6, Canada",
365,Méfait,-73.61052140101242,45.56271921788596,"3142, Rue Jarry Est, Villeray, Villeray–Saint-Michel–Parc-Extension, Montréal, Agglomération de Montréal, Montréal (06), Québec, H1Z 4N8, Canada",
366,Méfait,-73.5591620550348,45.51179234981212,"301, Boulevard René-Lévesque Est, Quartier Chinois, René-Lévesque, Ville-Marie, Montréal, Agglomération de Montréal, Montréal (06), Québec, H2X1P2, Canada",
367,Méfait,-73.69333209429766,45.52659095865336,"2031, Rue Filion, Dutrisac, Saint-Laurent, Montréal, Agglomération de Montréal, Montréal (06), Québec, H4J 1T2, Canada",
